"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0202",1,39200,96,1,95,1,3,1,4,3,5,243,393,51,0,51,0,51,0,3,0,3,0,9997,9997,9997,9997,9997,9997,199,192,192,3,3,4,3,3,1,2,2,2,1,1,2,2,3,2,2,3,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,9,1,1,2,2,2,1,1,1,2,2,3,1,2,2,1,2,2,2,2,0,3,0,95,0,95,0,5,0,0,0,5,50,9997,2,2,2,2,2,3,2,2,2,3,1,1,1,2,1,1,2,3,2,3,3,3,2,2,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,2,2,2,2,4,3,3,3,4,3,3,3,3,3,4,2,3,5,35,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,33,1,3,-0.6467,-1.6346,-0.8842,-0.6535,1,9,0.618,1,9997,0.059,1,0.965,1.44,-0.56,-0.3533,3,3,636,-0.4622,0.224,212,12.471,1.1879,0.0095,-1.8472,-0.7371,0.9454,-0.2762,27.5882,3.918,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,97,1,100,0,0,0,5,1,7,150,266,70,7,70,7,70,7,13,1,13,1,9997,9997,9997,9997,9997,9997,124,44,44,2,2,2,2,1,1,1,2,1,3,1,2,1,1,3,3,1,3,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,0,1,12,100,12,100,3,0,0,0,0,10,0,9997,1,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,4,2,3,3,2,2,5,2,6,6,6,5,6,4,5,5,3,2,2,2,2,4,25,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,6,43,1,3,-0.3532,-1.6346,1.0394,1.6033,4,3,0.639,1,9997,0.184,1,0.355,-0.25,-0.7,-0.8313,3,3,416,-0.4622,0.224,30.815,5.66,0.3493,-0.6748,-1.8472,1.4452,-0.2817,0.2464,37.8168,5.3707,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,98,2,40,56,0,4,5,1,6,319,280,50,0,50,0,50,0,10,0,10,0,9997,9997,9997,9997,9997,9997,219,104,104,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,9,2,2,3,2,2,1,2,2,2,2,3,1,2,2,1,2,2,2,2,0,1,10,99,99,99,0,20,0,0,0,1,0,9997,2,2,2,2,2,3,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,3,4,3,5,4,3,1,4,2,2,2,4,3,5,4,3,0,0,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,8,38,1,2,-1.814,-0.5037,-0.1263,-1.0424,0,9,0.467,1,9997,0.2,1,0.475,1.44,1.18,1.6038,1,2,599,0.5582,0.4606,59.9,11.98,-0.1621,0.702,-0.1437,-0.7371,-1.0911,-0.2762,40.8533,5.8019,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,99,1,100,0,0,0,4,1,6,499,457,65,3,65,3,65,3,11,1,11,1,9997,9997,9997,9997,9997,9997,321,41,41,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,95,0,95,0,3,0,0,0,1,0,9997,1,1,1,1,2,3,1,1,1,3,1,2,1,2,1,1,2,1,1,3,3,3,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,2,3,3,2,3,2,3,3,4,3,4,3,4,2,2,3,3,6,3,6,3,18,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-0.3532,-0.8328,-1.4262,-0.0388,2,3,0.478,1,9997,0.173,1,0.128,1.44,-0.7,-0.6029,3,3,956,-0.1662,1.976,83.13,14.376,2.752,1.2831,-1.8472,1.4452,-1.0911,2.8533,19.4353,2.7601,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,100,1,99,0,1,0,3,1,7,407,486,50,4,50,4,50,4,7,1,7,1,9997,9997,9997,9997,9997,9997,327,41,41,1,2,3,1,1,1,1,3,1,2,2,2,2,1,3,2,3,3,3,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,0,2,5,100,5,100,0,5,0,0,0,1,1,9997,2,2,2,2,3,2,2,2,2,3,2,2,1,2,1,1,2,3,3,3,3,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,4,2,2,3,2,2,1,3,3,3,2,2,2,13,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,43,1,3,-1.814,-1.6346,-1.4262,-1.0424,2,3,0.544,1,9997,0.144,1,0.125,-0.25,-0.65,-0.6029,3,3,893,-0.1662,-0.1702,119.067,17.173,0.6173,-0.6748,0.2924,-0.7371,-1.0911,0.0647,21.9496,3.1172,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,101,1,100,0,0,0,2,1,4,153,176,35,0,35,0,35,0,5,0,5,0,9997,9997,9997,9997,9997,9997,111,80,80,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,3,3,1,2,2,1,3,1,2,2,1,1,2,1,1,4,3,0,100,0,100,0,15,0,0,0,3,0,9997,1,1,1,3,2,3,3,2,2,2,1,1,1,2,1,1,2,3,3,2,2,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,4,3,6,4,3,5,4,2,2,2,3,3,6,3,2,11,80,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,28,1,1,-1.814,-0.8328,0.1183,0.2118,2,2,0.535,1,9997,0.143,1,0.721,1.44,-0.7,-0.6029,3,3,329,-0.1662,1.976,65.8,9.4,-0.3977,0.0095,-1.8472,0.4686,-1.0911,0.4389,45.2332,6.4239,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,102,1,100,0,0,0,3,2,6,0,233,44,5,44,5,44,5,3,0,3,0,9997,9997,9997,9997,9997,9997,80,122,122,1,1,4,1,1,1,1,1,1,2,2,2,2,1,2,2,3,3,3,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,9,2,2,9,2,3,2,1,2,3,2,3,1,3,3,1,2,2,1,2,2,3,4,100,2,100,1,5,0,0,0,2,0,9997,2,2,3,3,3,3,3,2,2,3,1,2,1,2,1,1,2,1,2,2,3,3,3,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,1,2,3,2,5,1,2,1,3,1,2,1,3,1,3,2,2,0,0,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,38,1,1,-2.3149,-2.1357,-0.6241,-3.0551,1,9,1,1,9997,0.065,1,1.525,1.44,-0.7,-0.6029,3,3,233,0.1539,0.224,77.667,5.011,-0.2308,-0.6748,-0.1437,-1.8308,-1.0911,-0.5953,74.3116,10.5536,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,103,1,56,43,1,0,4,1,6,352,436,62,3,62,3,62,3,9,1,9,1,9997,9997,9997,9997,9997,9997,243,40,40,2,1,2,1,1,1,1,2,1,1,1,2,2,1,3,1,3,2,3,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,2,2,2,0,2,1,1,10,100,70,30,10,1,1,1,5,9997,2,2,2,3,3,2,3,2,3,3,1,2,1,1,1,1,2,3,2,2,2,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,3,2,3,5,2,5,4,4,5,4,4,3,3,3,3,4,3,5,2,11,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,38,1,3,-0.6467,-1.2063,0.1183,0.4499,0,9,0.553,1,9997,0.15,1,0.165,1.44,-0.7,-0.6029,3,3,788,0.1539,0.4606,82.947,12.409,0.3493,-1.2132,-1.8472,-1.4838,-1.0911,-0.8958,21.6404,3.0733,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,104,1,100,0,0,0,3,1,5,405,331,45,4,45,4,45,4,6,0,6,0,9997,9997,9997,9997,9997,9997,233,82,82,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,1,1,2,3,2,3,2,2,2,1,2,2,2,2,0,2,3,100,0,100,20,5,0,0,0,0,0,9997,2,2,2,2,3,2,3,2,3,3,1,2,1,2,2,3,1,1,1,2,2,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,2,3,2,3,3,3,4,2,2,3,3,3,2,3,3,3,2,2,17,17,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,1,33,1,3,-1.3694,-0.8328,-1.1508,-1.0424,0,9,0.45,1,9997,0.128,1,0.352,1.44,-0.58,-0.0586,3,3,736,-0.1662,1.976,122.667,15.66,1.958,-1.2132,0.2924,-0.7371,-1.0911,-0.5953,22.42,3.184,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,105,1,100,0,0,0,3,1,4,136,197,51,0,51,0,51,0,7,0,7,0,9997,9997,9997,9997,9997,9997,120,40,40,2,3,5,1,1,1,2,4,1,1,1,1,1,1,2,2,3,3,1,3,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,2,2,3,2,2,2,1,2,2,2,4,1,2,2,1,2,2,1,1,2,2,7,100,7,100,0,5,0,0,0,4,0,9997,1,1,2,2,2,3,2,3,2,3,1,1,1,1,1,2,3,3,2,4,4,3,3,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,3,4,6,6,6,6,4,6,4,4,2,4,4,3,3,3,4,6,6,3,6,43,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,28,1,2,0.7162,1.1806,0.6627,-0.3206,3,3,0.592,1,9997,0.137,1,0.333,1.44,-0.7,-0.6029,3,3,333,0.1539,0.4606,47.571,6.529,-0.1621,-0.6748,-1.8472,0.4686,-0.2817,-0.1089,52.3132,7.4294,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,106,1,71,29,0,0,3,1,5,380,286,47,0,47,0,47,0,8,0,8,0,9997,9997,9997,9997,9997,9997,215,80,80,4,1,1,1,1,1,1,2,2,2,2,2,2,1,3,3,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,2,3,2,3,1,2,2,1,2,3,3,2,0,3,10,0,0,0,18,0,0,0,8,5,0,9997,2,2,2,2,2,3,3,3,3,3,1,2,2,2,1,1,2,2,2,2,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,2,3,1,2,0,0,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,33,1,2,-0.3532,-0.8328,-1.4262,-1.4684,0,9,0.429,1,9997,0.17,1,0.372,1.44,-0.56,-0.3533,3,3,666,-0.4622,-0.1702,83.25,14.17,0.0882,-1.2132,-1.8472,-0.7371,-1.0911,-0.7478,26.2661,3.7302,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,107,1,100,0,0,0,4,3,4,46,39,13,0,13,0,13,0,2,0,2,0,9997,9997,9997,9997,9997,9997,29,32,2,2,1,1,1,1,1,2,4,2,3,3,3,3,1,3,1,1,1,1,3,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,9,2,1,2,2,2,1,1,2,2,2,3,1,2,2,1,1,1,1,2,0,3,0,0,0,0,50,50,0,0,30,50,0,9997,2,2,2,3,2,3,2,2,3,2,1,2,1,2,3,3,3,2,2,2,3,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,6,6,6,6,6,3,6,3,3,5,3,2,6,1,2,0,0,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,4,28,0.063,0,-0.6467,-0.2137,1.7628,0.9477,1,9,0.459,1,9997,0.154,1,1.103,0.03,-0.62,-0.3533,3,3,85,0.1539,-1.2473,42.5,6.538,0.6173,-0.6748,-0.5646,-1.4838,-0.2817,0.2464,171.8863,24.4109,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,108,1,90,9,1,0,5,1,6,423,447,52,12,52,12,52,12,10,1,10,1,9997,9997,9997,9997,9997,9997,280,80,80,2,2,2,3,3,1,3,3,2,4,4,4,3,3,3,3,3,3,3,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,0,1,5,80,5,80,3,3,0,0,0,2,0,9997,2,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,3,2,2,2,3,3,1,1,1,3,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,5,4,3,3,3,3,2,2,2,2,10,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,6,38,1,3,-0.9829,-2.1357,-1.1508,-0.3206,3,3,0.514,1,9997,0.181,1,0.286,1.44,-0.36,0.3196,3,3,870,-1.0894,-1.6925,82.857,15,-0.3977,-1.2132,0.7801,-0.7371,1.1868,-0.8958,18.859,2.6783,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,109,2,33,60,2,5,5,1,6,1195,0,64,23,64,23,64,23,15,4,15,4,9997,9997,9997,9997,9997,9997,386,88,88,3,1,3,3,2,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,2,3,70,70,70,70,0,0,0,0,1,0,0,9997,2,2,2,2,2,3,1,2,1,3,1,1,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,2,1,3,1,1,7,30,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,6,38,1,1,-4.7348,-3.8532,-2.0431,-3.0551,3,3,0,1,9997,0.225,1,0.228,1.44,0.15,1.6038,1,3,1195,1.3052,1.976,70.294,15.828,0.0882,0.702,0.7801,-0.7371,0.9454,-0.4382,14.3561,2.0388,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,110,2,49,45,5,1,4,1,4,190,280,47,16,47,16,47,16,6,2,6,2,9997,9997,9997,9997,9997,9997,188,66,66,2,1,2,2,3,2,3,3,1,3,3,3,3,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,3,2,2,1,2,3,2,3,3,2,2,1,2,2,1,3,4,2,0,5,0,10,0,0,0,0,0,0,0,9997,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,3,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,3,3,4,2,4,3,2,2,3,2,2,2,2,3,3,2,3,0,0,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,28,1,2,-1.814,-0.8328,-0.6241,-1.4684,2,2,0.596,1,9997,0.127,1,0.351,1.44,0.15,1.6038,1,3,470,1.3052,-0.87,67.143,8.545,0.0882,-0.6748,-1.8472,-0.7371,1.1868,-0.7478,47.9821,6.8143,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,111,1,100,0,0,0,3,1,2,172,84,32,0,32,0,32,0,3,0,3,0,9997,9997,9997,9997,9997,9997,60,40,40,5,5,5,2,1,1,2,1,1,2,2,2,3,1,3,3,1,3,1,3,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,9,3,3,3,3,3,3,2,3,1,3,3,1,3,2,1,1,2,1,2,13,3,0,10,0,10,5,0,0,0,0,10,0,9997,1,1,2,3,2,3,3,2,2,3,2,2,1,2,2,1,2,2,1,2,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,3,3,2,2,3,3,10,67,1,2,2,1,1,2,1,2,1,2,1,1,3,1,2,1,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,3,18,1,1,-0.9829,-1.2063,-0.6241,0.2118,1,9,0.328,1,9997,0.094,1,0.667,1.44,-0.7,-0.6029,3,3,256,-0.4622,0.018,85.333,8,-1.5516,0.0095,-1.8472,0.0826,0.1524,-0.1089,60.7679,8.6301,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,112,1,100,0,0,0,4,1,7,235,378,42,1,42,1,42,1,3,0,3,0,9997,9997,9997,9997,9997,9997,205,82,82,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,3,1,3,1,2,2,1,2,2,2,1,0,3,0,90,0,90,0,0,0,0,0,20,60,9997,2,2,2,2,3,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,2,2,2,1,3,2,3,6,6,3,4,3,2,2,3,2,3,3,1,6,0,0,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,4,43,1,2,-1.814,-1.2063,-0.6241,0.4499,2,2,0.617,1,9997,0.071,1,0.4,0.03,-0.7,-0.6029,3,3,613,1.3052,1.976,204.333,14.424,0.3493,-1.7632,-1.8472,-0.7371,-1.0911,-0.1089,29.3621,4.1699,"28NOV13"
