"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0101",1,39200,28,1,90,8,2,0,3,1,6,277,313,39,8,39,8,39,8,7,1,7,1,9997,9997,9997,9997,9997,9997,200,50,50,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,3,1,2,2,1,1,2,2,2,0,2,5,4,5,5,20,20,0,0,0,50,30,9997,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,3,3,2,3,3,3,3,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,3,3,3,3,3,4,4,5,4,5,5,2,2,3,3,3,6,3,3,2,10,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,8,38,1,2,-0.9829,-0.2137,-0.3717,0.6907,2,2,0.531,1,9997,0.174,1,0.25,1.44,-0.7,-0.6029,3,3,590,1.3052,1.976,78.667,13.721,0.8936,0.0095,-1.8472,-0.7371,-1.0911,-0.1089,31.0104,4.404,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,29,2,28,65,3,4,4,1,7,1037,652,128,0,128,0,128,0,22,0,22,0,9997,9997,9997,9997,9997,9997,596,56,56,1,3,5,2,2,2,1,3,1,3,3,1,2,1,1,4,2,2,3,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,3,2,2,2,2,2,2,1,2,2,2,4,1,2,2,2,2,2,1,2,0,1,0,70,0,70,0,0,0,0,0,0,0,9997,2,2,2,2,1,3,1,1,2,1,1,1,1,2,1,1,3,1,2,3,3,3,3,2,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4,2,4,3,3,3,3,3,4,4,3,3,4,4,4,3,3,3,2,4,8,14,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,43,1,2,0.1329,-0.5037,-1.1508,-0.0388,4,3,0.386,1,9997,0.172,1,0.094,1.44,1.69,1.6038,1,3,1689,-0.1662,-0.3482,76.773,13.195,0.0882,1.2831,-1.8472,-0.7371,0.4567,-0.4382,10.0468,1.4268,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,30,1,100,0,0,0,4,1,6,462,1,37,3,37,3,37,3,4,0,4,0,9997,9997,9997,9997,9997,9997,160,140,140,5,2,3,1,1,1,2,1,1,1,1,2,1,1,3,1,2,3,3,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,1,1,2,1,2,1,2,2,2,2,3,1,2,2,1,3,2,2,2,1,2,10,10,5,20,0,40,0,0,0,30,0,9997,2,2,2,3,1,3,1,2,2,3,2,1,1,2,1,1,1,1,3,3,3,3,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,3,3,3,3,4,4,4,2,4,2,2,2,4,3,4,3,3,3,25,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,38,1,1,-0.9829,-0.5037,-0.6241,-0.3206,2,3,0.002,1,9997,0.104,1,0.875,1.44,-0.7,-0.6029,3,3,463,0.1539,1.1619,115.75,12.026,0.8936,0.702,-1.8472,-1.4838,-0.2817,-0.4382,37.6202,5.3427,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,31,2,41,55,0,4,4,1,6,1008,415,55,58,55,48,55,58,8,4,8,4,9997,9997,9997,9997,9997,9997,596,136,136,2,2,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,9,1,2,2,2,2,2,1,2,3,2,3,2,2,2,1,2,2,1,1,0,3,70,100,70,100,0,0,0,0,0,0,7,9997,2,2,1,3,2,3,2,2,2,3,2,2,1,1,1,1,1,1,2,4,4,3,2,1,3,3,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,4,2,2,6,3,3,3,3,6,6,6,4,4,1,3,3,3,1,4,1,6,0,0,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,3,38,1,2,-0.6467,-0.5037,-0.1263,1.238,1,9,0.292,0.94,9997,0.119,1,0.228,1.44,1.18,1.6038,1,3,1423,0.1539,0.018,142.3,16.94,0.3493,0.0095,1.2429,-0.7371,0.1524,-0.2762,14.8944,2.1153,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,32,1,99,1,0,0,5,1,6,450,555,55,3,55,3,55,3,7,0,7,0,9997,9997,9997,9997,9997,9997,363,69,69,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,2,3,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,3,1,1,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,0,3,0,100,0,100,5,5,0,0,0,10,0,9997,2,2,2,2,3,3,2,2,2,3,2,2,1,2,1,1,1,1,1,2,3,3,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,3,2,2,3,2,3,4,3,4,3,2,2,3,3,2,3,2,2,10,10,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,38,1,2,-1.814,-1.6346,-1.1508,-0.0388,3,3,0.552,1,9997,0.124,1,0.19,1.44,-0.7,-0.6029,3,3,1005,-0.1662,0.7524,143.571,17.788,0.8936,-0.6748,-1.8472,-0.7371,0.7093,-0.5953,18.6833,2.6534,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,33,1,87,0,13,0,4,1,6,532,181,74,5,74,5,74,5,5,0,5,0,9997,9997,9997,9997,9997,9997,240,164,82,2,3,4,2,1,2,2,1,1,2,3,4,1,2,1,2,3,3,3,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,0,3,0,50,0,50,8,6,0,0,0,1,0,9997,2,2,2,2,2,3,2,3,2,3,2,2,1,2,1,1,1,1,3,3,4,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,3,6,4,3,4,6,4,3,3,3,2,4,4,5,2,20,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,38,0.5,1,-0.9829,-1.2063,0.1183,-0.0388,1,2,0.254,1,9997,0.065,1,0.683,1.44,-0.56,-0.3533,3,3,713,0.1539,-0.1702,142.6,9.32,1.958,-0.6748,-1.0488,-0.7371,0.4567,0.8778,25.0802,3.5618,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,34,2,31,64,1,4,5,1,6,555,413,56,30,56,30,56,30,6,2,6,2,9997,9997,9997,9997,9997,9997,346,51,51,1,5,5,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,3,2,2,2,2,3,2,1,2,2,2,4,2,2,2,2,2,2,1,2,1,2,10,100,60,100,0,10,0,0,0,0,10,9997,2,1,1,1,2,3,2,2,2,3,1,1,1,1,2,2,2,3,3,3,4,3,2,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,4,4,4,3,4,4,6,6,6,4,3,6,6,3,3,2,4,4,6,0,0,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,38,1,3,0.7162,0.0432,-0.1263,1.238,4,3,0.427,1,9997,0.099,1,0.147,0.87,-0.36,1.6038,1,3,968,0.1539,1.1619,138.286,13.634,-0.1621,0.0095,-1.8472,0.8541,-1.0911,-0.5953,17.6789,2.5107,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,35,1,80,20,0,0,4,1,6,290,330,51,10,51,10,51,10,7,2,7,2,9997,9997,9997,9997,9997,9997,200,42,42,3,2,2,2,2,2,2,3,1,1,1,2,3,3,3,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,9,2,1,2,2,2,1,1,2,3,2,3,2,3,3,1,2,3,2,2,2,2,15,100,15,100,0,0,0,0,0,0,0,9997,2,2,2,3,2,3,3,2,3,2,1,1,1,2,2,2,1,2,1,2,3,3,2,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,4,2,2,3,2,2,4,2,4,3,3,3,3,2,3,4,3,2,4,3,2,4,22,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,38,1,3,-1.3694,-1.6346,-0.6241,-0.6535,0,9,0.532,1,9997,0.143,1,0.21,-0.67,-0.53,-0.0586,3,3,620,-0.763,0.018,77.5,11.071,0.6173,-0.6748,0.7801,-1.4838,0.7093,-1.0394,21.9563,3.1182,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,36,1,85,0,0,15,3,1,6,190,249,64,8,64,8,64,8,7,1,7,1,9997,9997,9997,9997,9997,9997,160,120,120,4,4,4,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,1,1,2,2,2,4,1,2,3,1,2,2,2,2,0,1,40,95,40,95,8,0,0,0,5,0,5,9997,2,1,2,2,2,3,1,2,2,3,1,1,2,2,2,2,2,2,2,3,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,3,1,3,2,2,2,3,1,3,4,2,4,3,2,3,2,3,2,4,2,2,0,0,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,3,38,1,2,-1.814,-2.1357,-1.1508,-0.3206,4,3,0.567,1,9997,0.11,1,0.75,1.44,-0.8,-0.8313,3,3,439,-0.1662,0.4606,58.533,6.456,0.3493,0.0095,0.7801,0.0826,-1.0911,-0.5953,37.6001,5.3399,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,37,2,33,57,0,10,5,1,5,154,126,83,0,83,0,83,0,8,0,8,0,9997,9997,9997,9997,9997,9997,109,150,150,4,4,4,1,1,1,2,3,1,1,1,1,2,4,1,3,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,9,2,2,3,3,3,2,1,2,2,2,3,1,1,1,1,3,2,2,2,2,3,10,15,10,15,5,5,5,0,0,0,0,9997,2,2,2,2,2,2,3,3,3,3,1,1,1,2,2,2,2,2,3,3,3,2,3,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,3,4,2,3,2,4,4,4,3,4,2,2,3,3,3,5,3,2,10,50,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,33,1,2,-0.9829,-0.8328,-0.6241,-0.0388,1,9,0.45,1,9997,0.096,1,1.376,1.44,-0.36,1.6038,1,3,280,-0.763,0.4606,35,3.373,-0.6182,-1.2132,-1.8472,-0.7371,-0.2817,-0.1089,44.7311,6.3526,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,38,1,100,0,0,0,4,1,7,588,394,58,11,58,11,58,11,11,1,11,1,9997,9997,9997,9997,9997,9997,328,42,42,1,2,3,2,2,1,2,2,1,4,4,4,3,3,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,75,2,75,0,0,15,0,1,2,0,9997,1,1,1,1,1,4,2,2,1,2,1,1,1,1,1,1,3,3,2,3,3,3,1,3,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,2,6,2,4,1,4,3,1,2,3,3,1,2,3,2,1,6,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,43,1,2,1.4765,0.2753,-2.4248,-1.0424,4,2,0.401,1,9997,0.181,1,0.128,1.44,-0.56,-0.3533,3,3,982,-1.0894,-1.2473,85.391,15.465,1.958,1.2831,-1.8472,1.4452,0.4567,2.8533,19.139,2.7181,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,39,1,100,0,0,0,5,1,4,262,257,54,0,54,0,54,0,4,0,4,0,9997,9997,9997,9997,9997,9997,184,150,150,2,3,3,2,2,2,2,3,2,1,1,2,2,4,4,4,3,3,3,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,3,2,1,3,2,3,2,1,2,3,1,4,2,2,2,1,2,3,2,2,9,2,50,100,50,100,0,0,0,0,1,0,3,9997,2,2,2,1,2,3,3,3,3,2,2,1,1,2,2,3,2,4,2,3,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,3,3,2,2,5,4,5,3,4,5,5,3,3,4,4,4,4,4,3,0,0,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,28,1,2,-0.6467,-0.8328,0.3739,0.2118,3,3,0.495,1,9997,0.074,1,0.815,1.44,-0.56,-0.3533,3,3,519,-2.755,0.018,129.75,9.611,-0.1621,-1.2132,-1.8472,0.0826,0.7093,-0.7478,19.8001,2.812,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,40,2,33,57,1,9,4,1,7,787,667,59,19,59,19,59,19,10,2,10,2,9997,9997,9997,9997,9997,9997,509,123,123,5,3,3,1,1,1,1,1,1,2,2,3,2,2,1,3,1,3,3,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,3,2,1,2,2,2,1,1,2,3,2,3,1,3,3,2,3,3,3,3,1,2,1,80,0,80,0,1,0,0,0,0,10,9997,2,2,2,3,3,2,3,2,3,3,1,1,2,2,1,2,1,3,1,3,2,3,3,1,3,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,4,2,2,2,1,2,3,1,2,2,3,1,2,2,3,3,2,3,5,3,3,5,27,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,4,43,1,1,-1.814,-2.7664,-1.7186,-1.9239,3,3,0.459,1,9997,0.161,1,0.242,1.44,0.67,1.6038,1,3,1454,-0.1662,0.018,132.182,21.226,0.6173,-1.2132,0.7801,-1.4838,-1.0911,-1.4467,15.0683,2.14,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,41,1,100,0,0,0,5,1,6,283,543,47,3,47,3,47,3,7,1,7,1,9997,9997,9997,9997,9997,9997,279,42,42,2,1,3,1,1,1,1,1,1,2,2,2,2,2,3,1,3,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,3,0,0,0,0,10,10,0,0,0,0,0,9997,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,3,1,2,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,2,2,3,3,2,1,3,3,3,3,3,2,2,3,3,2,4,3,2,20,20,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-1.3694,-1.2063,-1.4262,-0.6535,3,3,0.657,1,9997,0.155,1,0.151,1.44,-0.7,-0.8313,3,3,826,-0.1662,0.224,110.133,17.031,0.8936,0.0095,-1.0488,-0.7371,-1.0911,-0.1089,21.3334,3.0297,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,42,1,100,0,0,0,3,1,5,153,82,59,14,59,14,59,14,5,2,5,2,9997,9997,9997,9997,9997,9997,80,460,460,3,3,5,2,2,2,2,2,1,1,1,2,2,4,2,4,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,3,2,2,2,2,2,1,1,2,2,2,4,2,2,2,1,3,3,2,2,0,2,0,1,0,1,4,3,1,0,1,1,1,9997,2,2,2,2,3,2,2,2,3,2,1,1,1,2,1,1,3,1,3,3,3,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,4,3,3,4,2,3,4,4,4,4,4,4,5,4,3,3,3,4,3,3,3,8,100,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,33,1,3,0.1329,-0.5037,-0.1263,0.2118,3,3,0.349,1,9997,0.091,1,5.75,-1,-0.7,-1.0532,3,3,235,-1.4636,0.4606,39.167,3.561,0.3493,-1.2132,-0.5646,-0.7371,0.7093,-0.8958,75.2405,10.6855,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,43,1,100,0,0,0,3,1,6,378,323,79,11,79,11,79,11,6,1,6,1,9997,9997,9997,9997,9997,9997,240,196,196,3,3,3,1,1,1,1,2,2,1,1,3,2,1,3,1,1,3,1,3,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,3,2,100,1,100,10,0,0,0,0,1,0,9997,2,2,2,2,2,3,3,1,2,3,1,1,1,2,3,3,1,3,2,3,3,3,1,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,4,4,4,6,5,5,6,4,6,2,5,2,6,2,2,3,3,3,4,4,3,0,0,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,3,38,1,2,0.5331,0.7066,1.7628,-0.6535,1,2,0.461,1,9997,0.077,1,0.817,1.44,-0.56,-0.3533,3,3,701,0.1539,0.018,107.846,8.296,-0.1621,0.702,-0.5646,-0.7371,-1.0911,-0.5953,27.2476,3.8696,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,44,2,49,47,2,2,4,1,2,132,169,40,12,40,12,40,12,6,2,6,2,9997,9997,9997,9997,9997,9997,63,40,40,1,1,5,3,1,4,3,4,2,2,2,3,3,4,4,2,2,3,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,1,2,2,2,4,1,2,2,1,2,2,2,2,0,2,20,20,20,20,20,20,0,10,0,10,20,9997,2,2,2,2,2,3,1,2,3,2,1,1,1,2,4,4,4,4,4,4,4,3,3,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,1,2,2,2,2,3,2,4,4,4,4,4,2,2,3,3,2,5,2,5,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,4,18,1,2,-2.3149,-1.6346,-0.6241,0.2118,2,2,0.561,1,9997,0.152,1,0.635,1.44,-0.36,1.6038,1,3,301,-1.4636,-0.87,43,6.543,-0.1621,-0.6748,0.7801,-0.7371,1.4526,-0.4382,56.2939,7.9947,"28NOV13"
